=== Scan Config  ===
Host      : 34.41.254.80:9000
Protocol  : TCP
Ports     : 500 ports
Timeout   : auto (Max[4RTT | 0.5s])
Delay     : 0.1s
IP option : all
IPv6 Test : Enabled
===================
[Client] Connected to 34.41.254.80:9000
[Client] Server version: 0.1, IPv6: 2600:1900:4000:1746::
[Client] Handshake complete.
[Client] RTT 41ms — timeout set to 0.50s
[Client] IPv6 test: skipped — no public IPv6 on this machine.
[Client] Scan request [f2922e57]: inbound TCP, 500 ports

  Scan [f2922e57] — inbound:

  Baseline (no IP options):
    TCP/1      filtered
    TCP/7      filtered
    TCP/9      filtered
    TCP/13     filtered
    TCP/17     filtered
    TCP/19     filtered
    TCP/21     filtered
    TCP/22     filtered
    TCP/23     filtered
    TCP/25     filtered
    TCP/26     filtered
    TCP/37     filtered
    TCP/38     filtered
    TCP/42     filtered
    TCP/49     filtered
    TCP/53     filtered
    TCP/67     filtered
    TCP/68     filtered
    TCP/69     filtered
    TCP/79     filtered
    TCP/80     open
    TCP/81     filtered
    TCP/82     filtered
    TCP/88     filtered
    TCP/100    filtered
    TCP/106    filtered
    TCP/110    filtered
    TCP/111    filtered
    TCP/112    filtered
    TCP/113    filtered
    TCP/119    filtered
    TCP/120    filtered
    TCP/123    filtered
    TCP/135    filtered
    TCP/136    filtered
    TCP/137    filtered
    TCP/138    filtered
    TCP/139    filtered
    TCP/143    filtered
    TCP/144    filtered
    TCP/158    filtered
    TCP/161    filtered
    TCP/162    filtered
    TCP/177    filtered
    TCP/179    filtered
    TCP/192    filtered
    TCP/199    filtered
    TCP/217    filtered
    TCP/255    filtered
    TCP/363    filtered
    TCP/389    filtered
    TCP/407    filtered
    TCP/427    filtered
    TCP/434    filtered
    TCP/443    filtered
    TCP/444    filtered
    TCP/445    filtered
    TCP/464    filtered
    TCP/465    filtered
    TCP/497    filtered
    TCP/500    filtered
    TCP/512    filtered
    TCP/513    filtered
    TCP/514    filtered
    TCP/515    filtered
    TCP/517    filtered
    TCP/518    filtered
    TCP/520    filtered
    TCP/539    filtered
    TCP/543    filtered
    TCP/544    filtered
    TCP/548    filtered
    TCP/554    filtered
    TCP/587    filtered
    TCP/593    filtered
    TCP/623    filtered
    TCP/626    filtered
    TCP/631    filtered
    TCP/636    filtered
    TCP/643    filtered
    TCP/646    filtered
    TCP/664    filtered
    TCP/682    filtered
    TCP/683    filtered
    TCP/684    filtered
    TCP/685    filtered
    TCP/686    filtered
    TCP/687    filtered
    TCP/688    filtered
    TCP/767    filtered
    TCP/775    filtered
    TCP/776    filtered
    TCP/780    filtered
    TCP/781    filtered
    TCP/782    filtered
    TCP/786    filtered
    TCP/800    filtered
    TCP/808    filtered
    TCP/829    filtered
    TCP/873    filtered
    TCP/902    filtered
    TCP/959    filtered
    TCP/983    filtered
    TCP/989    filtered
    TCP/990    filtered
    TCP/993    filtered
    TCP/995    filtered
    TCP/996    filtered
    TCP/997    filtered
    TCP/998    filtered
    TCP/999    filtered
